CALENDAR_DATE,PRICE,QUANTITY,SELL_ID,SELL_CATEGORY
7/27/12,11.49,36,2051,2
7/27/12,11.36,28,2052,2
7/27/12,10.47,64,2053,2
7/28/12,15,60,1070,0
7/28/12,11.49,26,2051,2
7/28/12,11.36,16,2052,2
7/28/12,10.47,46,2053,2
7/29/12,15,66,1070,0
7/29/12,11.49,28,2051,2
7/29/12,11.36,20,2052,2
7/29/12,10.47,44,2053,2
7/30/12,15,86,1070,0
7/30/12,11.49,34,2051,2
7/30/12,11.36,20,2052,2
7/30/12,10.47,62,2053,2
7/31/12,15,90,1070,0
7/31/12,11.49,34,2051,2
7/31/12,11.36,20,2052,2
7/31/12,10.47,56,2053,2
08/01/12,15,86,1070,0
08/01/12,11.49,38,2051,2
08/01/12,11.36,24,2052,2
08/01/12,10.47,56,2053,2
08/02/12,15,90,1070,0
08/02/12,11.49,34,2051,2
08/02/12,11.36,22,2052,2
08/02/12,10.47,64,2053,2
08/03/12,15,90,1070,0
08/03/12,11.49,38,2051,2
08/03/12,11.36,24,2052,2
08/03/12,10.47,56,2053,2
08/04/12,15,66,1070,0
08/04/12,11.49,22,2051,2
08/04/12,11.36,22,2052,2
08/04/12,10.47,46,2053,2
08/05/12,15,64,1070,0
08/05/12,11.49,22,2051,2
08/05/12,11.36,22,2052,2
08/05/12,10.47,38,2053,2
08/06/12,15,86,1070,0
08/06/12,11.49,38,2051,2
08/06/12,11.36,28,2052,2
08/06/12,10.47,60,2053,2
08/07/12,15,90,1070,0
08/07/12,11.49,32,2051,2
08/07/12,11.36,22,2052,2
08/07/12,10.47,56,2053,2
08/08/12,15,94,1070,0
08/08/12,11.49,38,2051,2
08/08/12,11.36,24,2052,2
08/08/12,10.47,64,2053,2
08/09/12,15,92,1070,0
08/09/12,11.49,32,2051,2
08/09/12,11.36,28,2052,2
08/09/12,10.47,62,2053,2
08/10/12,15,86,1070,0
08/10/12,11.49,38,2051,2
08/10/12,11.36,24,2052,2
08/10/12,10.47,62,2053,2
08/11/12,15,62,1070,0
08/11/12,11.49,22,2051,2
08/11/12,11.36,14,2052,2
08/11/12,10.47,46,2053,2
08/12/12,15,58,1070,0
08/12/12,11.49,28,2051,2
08/12/12,11.36,20,2052,2
08/12/12,10.47,40,2053,2
8/13/12,15,94,1070,0
8/13/12,11.49,30,2051,2
8/13/12,11.36,20,2052,2
8/13/12,10.47,58,2053,2
8/14/12,15,90,1070,0
8/14/12,11.49,38,2051,2
8/14/12,11.36,26,2052,2
8/14/12,10.47,60,2053,2
8/15/12,15,90,1070,0
8/15/12,11.49,38,2051,2
8/15/12,11.36,24,2052,2
8/15/12,10.47,64,2053,2
8/16/12,15,88,1070,0
8/16/12,11.49,30,2051,2
8/16/12,11.36,28,2052,2
8/16/12,10.47,56,2053,2
8/17/12,15,94,1070,0
8/17/12,11.49,30,2051,2
8/17/12,11.36,20,2052,2
8/17/12,10.47,62,2053,2
8/18/12,15,62,1070,0
8/18/12,11.49,24,2051,2
8/18/12,11.36,20,2052,2
8/18/12,10.47,44,2053,2
8/19/12,15,64,1070,0
8/19/12,11.49,26,2051,2
8/19/12,11.36,18,2052,2
8/19/12,10.47,46,2053,2
8/20/12,15,86,1070,0
8/20/12,11.49,38,2051,2
8/20/12,11.36,20,2052,2
8/20/12,10.47,58,2053,2
8/21/12,15,90,1070,0
8/21/12,11.49,36,2051,2
8/21/12,11.36,24,2052,2
8/21/12,10.47,58,2053,2
8/22/12,15,88,1070,0
8/22/12,11.49,36,2051,2
8/22/12,11.36,22,2052,2
8/22/12,10.47,58,2053,2
8/23/12,15,88,1070,0
8/23/12,11.49,32,2051,2
8/23/12,11.36,24,2052,2
8/23/12,10.47,58,2053,2
8/24/12,15,86,1070,0
8/24/12,11.49,38,2051,2
8/24/12,11.36,28,2052,2
8/24/12,10.47,64,2053,2
8/25/12,15,62,1070,0
8/25/12,11.49,20,2051,2
8/25/12,11.36,16,2052,2
8/25/12,10.47,46,2053,2
8/26/12,15,62,1070,0
8/26/12,11.49,26,2051,2
8/26/12,11.36,20,2052,2
8/26/12,10.47,38,2053,2
8/27/12,15,94,1070,0
8/27/12,11.49,32,2051,2
8/27/12,11.36,24,2052,2
8/27/12,10.47,58,2053,2
8/28/12,15,90,1070,0
8/28/12,11.49,38,2051,2
8/28/12,11.36,26,2052,2
8/28/12,10.47,56,2053,2
8/29/12,15,88,1070,0
8/29/12,12.35,36,2051,2
8/29/12,12.49,24,2052,2
8/29/12,12.42,48,2053,2
8/30/12,15,90,1070,0
8/30/12,12.35,30,2051,2
8/30/12,12.49,18,2052,2
8/30/12,12.42,52,2053,2
8/31/12,15,94,1070,0
8/31/12,12.35,28,2051,2
8/31/12,12.49,24,2052,2
8/31/12,12.42,46,2053,2
09/01/12,15,64,1070,0
09/01/12,12.35,18,2051,2
09/01/12,12.49,20,2052,2
09/01/12,12.42,36,2053,2
09/02/12,15,58,1070,0
09/02/12,12.35,18,2051,2
09/02/12,12.49,14,2052,2
09/02/12,12.42,30,2053,2
09/03/12,15,90,1070,0
09/03/12,12.35,34,2051,2
09/03/12,12.49,18,2052,2
09/03/12,12.42,44,2053,2
09/04/12,15,90,1070,0
09/04/12,12.35,32,2051,2
09/04/12,12.49,24,2052,2
09/04/12,12.42,50,2053,2
09/05/12,15,92,1070,0
09/05/12,12.35,32,2051,2
09/05/12,12.49,16,2052,2
09/05/12,12.42,52,2053,2
09/06/12,15,86,1070,0
09/06/12,12.35,28,2051,2
09/06/12,12.49,22,2052,2
09/06/12,12.42,44,2053,2
09/07/12,15,90,1070,0
09/07/12,12.35,34,2051,2
09/07/12,12.49,24,2052,2
09/07/12,12.42,44,2053,2
09/08/12,15,66,1070,0
09/08/12,12.35,24,2051,2
09/08/12,12.49,14,2052,2
09/08/12,12.42,38,2053,2
09/09/12,15,64,1070,0
09/09/12,12.35,22,2051,2
09/09/12,12.49,18,2052,2
09/09/12,12.42,36,2053,2
09/10/12,15,66,1070,0
09/10/12,12.35,20,2051,2
09/10/12,12.49,16,2052,2
09/10/12,12.42,34,2053,2
09/11/12,15,58,1070,0
09/11/12,12.35,18,2051,2
09/11/12,12.49,20,2052,2
09/11/12,12.42,36,2053,2
09/12/12,15,60,1070,0
09/12/12,12.35,24,2051,2
09/12/12,12.49,20,2052,2
09/12/12,12.42,30,2053,2
9/13/12,15,86,1070,0
9/13/12,12.35,28,2051,2
9/13/12,12.49,22,2052,2
9/13/12,12.42,52,2053,2
9/14/12,15,90,1070,0
9/14/12,12.35,28,2051,2
9/14/12,12.49,16,2052,2
9/14/12,12.42,52,2053,2
9/15/12,15,64,1070,0
9/15/12,12.35,24,2051,2
9/15/12,12.49,20,2052,2
9/15/12,12.42,30,2053,2
9/16/12,15,64,1070,0
9/16/12,12.35,26,2051,2
9/16/12,12.49,18,2052,2
9/16/12,12.42,36,2053,2
9/17/12,15,86,1070,0
9/17/12,12.35,28,2051,2
9/17/12,12.49,22,2052,2
9/17/12,12.42,44,2053,2
9/18/12,15,88,1070,0
9/18/12,12.35,32,2051,2
9/18/12,12.49,16,2052,2
9/18/12,12.42,44,2053,2
9/19/12,15,92,1070,0
9/19/12,12.35,34,2051,2
9/19/12,12.49,16,2052,2
9/19/12,12.42,46,2053,2
9/20/12,15,88,1070,0
9/20/12,12.35,34,2051,2
9/20/12,12.49,22,2052,2
9/20/12,12.42,46,2053,2
9/21/12,15,86,1070,0
9/21/12,12.35,36,2051,2
9/21/12,12.49,18,2052,2
9/21/12,12.42,52,2053,2
9/22/12,15,62,1070,0
9/22/12,12.35,20,2051,2
9/22/12,12.49,16,2052,2
9/22/12,12.42,30,2053,2
9/23/12,15,66,1070,0
9/23/12,12.35,24,2051,2
9/23/12,12.49,14,2052,2
9/23/12,12.42,30,2053,2
9/24/12,15,94,1070,0
9/24/12,12.35,34,2051,2
9/24/12,12.49,18,2052,2
9/24/12,12.42,52,2053,2
9/25/12,15,90,1070,0
9/25/12,12.35,30,2051,2
9/25/12,12.49,18,2052,2
9/25/12,12.42,44,2053,2
9/26/12,15,94,1070,0
9/26/12,12.35,28,2051,2
9/26/12,12.49,20,2052,2
9/26/12,12.42,46,2053,2
9/27/12,15,90,1070,0
9/27/12,12.35,28,2051,2
9/27/12,12.49,18,2052,2
9/27/12,12.42,50,2053,2
9/28/12,15,86,1070,0
9/28/12,12.35,34,2051,2
9/28/12,12.49,18,2052,2
9/28/12,12.42,50,2053,2
9/29/12,15,64,1070,0
9/29/12,12.35,26,2051,2
9/29/12,12.49,12,2052,2
9/29/12,12.42,36,2053,2
9/30/12,15,58,1070,0
9/30/12,12.35,22,2051,2
9/30/12,12.49,20,2052,2
9/30/12,12.42,38,2053,2
10/01/12,15,58,1070,0
10/01/12,12.35,24,2051,2
10/01/12,12.49,20,2052,2
10/01/12,12.42,34,2053,2
10/02/12,15,58,1070,0
10/02/12,12.35,18,2051,2
10/02/12,12.49,12,2052,2
10/02/12,12.42,32,2053,2
10/03/12,15,64,1070,0
10/03/12,12.35,26,2051,2
10/03/12,12.49,16,2052,2
10/03/12,12.42,32,2053,2
10/04/12,15,66,1070,0
10/04/12,12.35,20,2051,2
10/04/12,12.49,12,2052,2
10/04/12,12.42,36,2053,2
10/05/12,15,60,1070,0
10/05/12,12.35,24,2051,2
10/05/12,12.49,16,2052,2
10/05/12,12.42,32,2053,2
10/06/12,15,42,1070,0
10/06/12,12.35,16,2051,2
10/06/12,12.49,10,2052,2
10/06/12,12.42,22,2053,2
10/07/12,15,48,1070,0
10/07/12,12.35,14,2051,2
10/07/12,12.49,10,2052,2
10/07/12,12.42,28,2053,2
10/08/12,15,86,1070,0
10/08/12,12.35,32,2051,2
10/08/12,12.49,20,2052,2
10/08/12,12.42,50,2053,2
10/09/12,15,94,1070,0
10/09/12,12.35,36,2051,2
10/09/12,12.49,18,2052,2
10/09/12,12.42,52,2053,2
10/10/12,15,94,1070,0
10/10/12,12.35,36,2051,2
10/10/12,12.49,24,2052,2
10/10/12,12.42,46,2053,2
10/11/12,15,92,1070,0
10/11/12,12.35,30,2051,2
10/11/12,12.49,20,2052,2
10/11/12,12.42,48,2053,2
10/12/12,15,88,1070,0
10/12/12,12.35,30,2051,2
10/12/12,12.49,18,2052,2
10/12/12,12.42,48,2053,2
10/13/12,15,64,1070,0
10/13/12,12.35,22,2051,2
10/13/12,12.49,18,2052,2
10/13/12,12.42,38,2053,2
10/14/12,15,64,1070,0
10/14/12,12.35,24,2051,2
10/14/12,12.49,20,2052,2
10/14/12,12.42,30,2053,2
10/15/12,15,86,1070,0
10/15/12,12.35,28,2051,2
10/15/12,12.49,20,2052,2
10/15/12,12.42,50,2053,2
10/16/12,15,94,1070,0
10/16/12,12.35,28,2051,2
10/16/12,12.49,16,2052,2
10/16/12,12.42,48,2053,2
10/17/12,15,94,1070,0
10/17/12,12.35,34,2051,2
10/17/12,12.49,24,2052,2
10/17/12,12.42,46,2053,2
10/18/12,15,90,1070,0
10/18/12,12.35,34,2051,2
10/18/12,12.49,18,2052,2
10/18/12,12.42,46,2053,2
10/19/12,15,90,1070,0
10/19/12,12.35,28,2051,2
10/19/12,12.49,16,2052,2
10/19/12,12.42,48,2053,2
10/20/12,15,64,1070,0
10/20/12,12.35,24,2051,2
10/20/12,12.49,12,2052,2
10/20/12,12.42,30,2053,2
10/21/12,15,64,1070,0
10/21/12,12.35,20,2051,2
10/21/12,12.49,16,2052,2
10/21/12,12.42,36,2053,2
10/22/12,15,90,1070,0
10/22/12,12.35,34,2051,2
10/22/12,12.49,18,2052,2
10/22/12,12.42,50,2053,2
10/23/12,15,90,1070,0
10/23/12,12.35,32,2051,2
10/23/12,12.49,22,2052,2
10/23/12,12.42,50,2053,2
10/24/12,15,88,1070,0
10/24/12,12.35,28,2051,2
10/24/12,12.49,20,2052,2
10/24/12,12.42,52,2053,2
10/25/12,15,86,1070,0
10/25/12,12.35,32,2051,2
10/25/12,12.49,16,2052,2
10/25/12,12.42,44,2053,2
10/26/12,15,92,1070,0
10/26/12,12.35,32,2051,2
10/26/12,12.49,20,2052,2
10/26/12,12.42,48,2053,2
10/27/12,15,64,1070,0
10/27/12,12.35,24,2051,2
10/27/12,12.49,14,2052,2
10/27/12,12.42,38,2053,2
10/28/12,15,62,1070,0
10/28/12,12.35,18,2051,2
10/28/12,12.49,16,2052,2
10/28/12,12.42,36,2053,2
10/29/12,15,92,1070,0
10/29/12,12.35,34,2051,2
10/29/12,12.49,18,2052,2
10/29/12,12.42,46,2053,2
10/30/12,15,86,1070,0
10/30/12,12.35,34,2051,2
10/30/12,12.49,20,2052,2
10/30/12,12.42,50,2053,2
10/31/12,15,94,1070,0
10/31/12,12.35,32,2051,2
10/31/12,12.49,22,2052,2
10/31/12,12.42,52,2053,2
11/01/12,15,94,1070,0
11/01/12,12.35,30,2051,2
11/01/12,12.49,18,2052,2
11/01/12,12.42,50,2053,2
11/02/12,15,94,1070,0
11/02/12,12.35,36,2051,2
11/02/12,12.49,20,2052,2
11/02/12,12.42,48,2053,2
11/03/12,15,58,1070,0
11/03/12,12.35,24,2051,2
11/03/12,12.49,18,2052,2
11/03/12,12.42,30,2053,2
11/04/12,15,64,1070,0
11/04/12,12.35,26,2051,2
11/04/12,12.49,12,2052,2
11/04/12,12.42,38,2053,2
11/05/12,15,88,1070,0
11/05/12,12.35,34,2051,2
11/05/12,12.49,20,2052,2
11/05/12,12.42,52,2053,2
11/06/12,15,86,1070,0
11/06/12,12.35,32,2051,2
11/06/12,12.49,16,2052,2
11/06/12,12.42,48,2053,2
11/07/12,15,86,1070,0
11/07/12,12.35,32,2051,2
11/07/12,12.49,24,2052,2
11/07/12,12.42,52,2053,2
11/08/12,15,88,1070,0
11/08/12,12.35,34,2051,2
11/08/12,12.49,24,2052,2
11/08/12,12.42,48,2053,2
11/09/12,15,90,1070,0
11/09/12,12.35,30,2051,2
11/09/12,12.49,22,2052,2
11/09/12,12.42,44,2053,2
11/10/12,15,60,1070,0
11/10/12,12.35,20,2051,2
11/10/12,12.49,18,2052,2
11/10/12,12.42,32,2053,2
11/11/12,15,62,1070,0
11/11/12,12.35,22,2051,2
11/11/12,12.49,18,2052,2
11/11/12,12.42,32,2053,2
11/12/12,15,90,1070,0
11/12/12,12.35,28,2051,2
11/12/12,12.49,20,2052,2
11/12/12,12.42,44,2053,2
11/13/12,15,86,1070,0
11/13/12,12.35,32,2051,2
11/13/12,12.49,18,2052,2
11/13/12,12.42,50,2053,2
11/14/12,15,88,1070,0
11/14/12,12.35,34,2051,2
11/14/12,12.49,18,2052,2
11/14/12,12.42,44,2053,2
11/15/12,15,86,1070,0
11/15/12,12.35,36,2051,2
11/15/12,12.49,16,2052,2
11/15/12,12.42,48,2053,2
11/16/12,15,86,1070,0
11/16/12,12.35,34,2051,2
11/16/12,12.49,18,2052,2
11/16/12,12.42,44,2053,2
11/17/12,15,62,1070,0
11/17/12,12.35,26,2051,2
11/17/12,12.49,20,2052,2
11/17/12,12.42,34,2053,2
11/18/12,15,66,1070,0
11/18/12,12.35,18,2051,2
11/18/12,12.49,20,2052,2
11/18/12,12.42,30,2053,2
11/19/12,15,92,1070,0
11/19/12,12.35,34,2051,2
11/19/12,12.49,20,2052,2
11/19/12,12.42,48,2053,2
11/20/12,15,92,1070,0
11/20/12,12.35,36,2051,2
11/20/12,12.49,22,2052,2
11/20/12,12.42,44,2053,2
11/21/12,15,86,1070,0
11/21/12,12.35,36,2051,2
11/21/12,12.49,22,2052,2
11/21/12,12.42,48,2053,2
11/22/12,15,94,1070,0
11/22/12,12.35,32,2051,2
11/22/12,12.49,22,2052,2
11/22/12,12.42,48,2053,2
11/23/12,15,90,1070,0
11/23/12,12.35,28,2051,2
11/23/12,12.49,16,2052,2
11/23/12,12.42,50,2053,2
11/24/12,15,64,1070,0
11/24/12,12.35,20,2051,2
11/24/12,12.49,12,2052,2
11/24/12,12.42,32,2053,2
11/25/12,15,66,1070,0
11/25/12,12.35,24,2051,2
11/25/12,12.49,20,2052,2
11/25/12,12.42,36,2053,2
11/26/12,15,86,1070,0
11/26/12,12.35,32,2051,2
11/26/12,12.49,18,2052,2
11/26/12,12.42,48,2053,2
11/27/12,15,90,1070,0
11/27/12,12.35,36,2051,2
11/27/12,12.49,18,2052,2
11/27/12,12.42,44,2053,2
11/28/12,15,94,1070,0
11/28/12,12.35,30,2051,2
11/28/12,12.49,20,2052,2
11/28/12,12.42,44,2053,2
11/29/12,15,92,1070,0
11/29/12,12.35,32,2051,2
11/29/12,12.49,20,2052,2
11/29/12,12.42,44,2053,2
11/30/12,15,90,1070,0
11/30/12,12.35,28,2051,2
11/30/12,12.49,18,2052,2
11/30/12,12.42,48,2053,2
12/01/12,15,60,1070,0
12/01/12,12.35,22,2051,2
12/01/12,12.49,20,2052,2
12/01/12,12.42,32,2053,2
12/02/12,15,66,1070,0
12/02/12,12.35,26,2051,2
12/02/12,12.49,14,2052,2
12/02/12,12.42,36,2053,2
12/03/12,15,92,1070,0
12/03/12,12.35,32,2051,2
12/03/12,12.49,20,2052,2
12/03/12,12.42,48,2053,2
12/04/12,15,88,1070,0
12/04/12,12.35,32,2051,2
12/04/12,12.49,18,2052,2
12/04/12,12.42,44,2053,2
12/05/12,15,90,1070,0
12/05/12,12.35,28,2051,2
12/05/12,12.49,20,2052,2
12/05/12,12.42,50,2053,2
12/06/12,15,94,1070,0
12/06/12,12.35,34,2051,2
12/06/12,12.49,22,2052,2
12/06/12,12.42,44,2053,2
12/07/12,15,110,1070,0
12/07/12,12.35,40,2051,2
12/07/12,12.49,24,2052,2
12/07/12,12.42,58,2053,2
12/08/12,15,76,1070,0
12/08/12,12.35,26,2051,2
12/08/12,12.49,22,2052,2
12/08/12,12.42,44,2053,2
12/09/12,15,58,1070,0
12/09/12,12.35,20,2051,2
12/09/12,12.49,18,2052,2
12/09/12,12.42,38,2053,2
12/10/12,15,92,1070,0
12/10/12,12.35,34,2051,2
12/10/12,12.49,20,2052,2
12/10/12,12.42,52,2053,2
12/11/12,15,86,1070,0
12/11/12,12.35,36,2051,2
12/11/12,12.49,20,2052,2
12/11/12,12.42,50,2053,2
12/12/12,15,90,1070,0
12/12/12,12.35,36,2051,2
12/12/12,12.49,16,2052,2
12/12/12,12.42,50,2053,2
12/13/12,15,90,1070,0
12/13/12,12.35,28,2051,2
12/13/12,12.49,20,2052,2
12/13/12,12.42,46,2053,2
12/14/12,15,106,1070,0
12/14/12,12.35,40,2051,2
12/14/12,12.49,22,2052,2
12/14/12,12.42,52,2053,2
12/15/12,15,78,1070,0
12/15/12,12.35,22,2051,2
12/15/12,12.49,22,2052,2
12/15/12,12.42,38,2053,2
12/16/12,15,74,1070,0
12/16/12,12.35,24,2051,2
12/16/12,12.49,14,2052,2
12/16/12,12.42,44,2053,2
12/17/12,15,110,1070,0
12/17/12,12.35,36,2051,2
12/17/12,12.49,28,2052,2
12/17/12,12.42,52,2053,2
12/18/12,15,110,1070,0
12/18/12,12.35,38,2051,2
12/18/12,12.49,28,2052,2
12/18/12,12.42,58,2053,2
12/19/12,15,86,1070,0
12/19/12,12.35,28,2051,2
12/19/12,12.49,20,2052,2
12/19/12,12.42,46,2053,2
12/20/12,15,94,1070,0
12/20/12,12.35,32,2051,2
12/20/12,12.49,18,2052,2
12/20/12,12.42,44,2053,2
12/21/12,15,110,1070,0
12/21/12,12.35,38,2051,2
12/21/12,12.49,20,2052,2
12/21/12,12.42,58,2053,2
12/22/12,15,78,1070,0
12/22/12,12.35,28,2051,2
12/22/12,12.49,18,2052,2
12/22/12,12.42,38,2053,2
12/23/12,15,58,1070,0
12/23/12,12.35,22,2051,2
12/23/12,12.49,20,2052,2
12/23/12,12.42,38,2053,2
12/24/12,15,110,1070,0
12/24/12,12.35,38,2051,2
12/24/12,12.49,28,2052,2
12/24/12,12.42,56,2053,2
12/25/12,15,112,1070,0
12/25/12,12.35,40,2051,2
12/25/12,12.49,22,2052,2
12/25/12,12.42,58,2053,2
12/26/12,15,90,1070,0
12/26/12,12.35,34,2051,2
12/26/12,12.49,16,2052,2
12/26/12,12.42,48,2053,2
12/27/12,15.5,88,1070,0
12/27/12,13.13,24,2051,2
12/27/12,12.64,18,2052,2
12/27/12,13.41,42,2053,2
12/28/12,15.5,108,1070,0
12/28/12,13.13,32,2051,2
12/28/12,12.64,24,2052,2
12/28/12,13.41,52,2053,2
12/29/12,15.5,58,1070,0
12/29/12,13.13,26,2051,2
12/29/12,12.64,16,2052,2
12/29/12,13.41,32,2053,2
12/30/12,15.5,62,1070,0
12/30/12,13.13,24,2051,2
12/30/12,12.64,14,2052,2
12/30/12,13.41,28,2053,2
12/31/12,15.5,102,1070,0
12/31/12,13.13,38,2051,2
12/31/12,12.64,22,2052,2
12/31/12,13.41,54,2053,2
01/01/13,15.5,60,1070,0
01/01/13,13.13,22,2051,2
01/01/13,12.64,16,2052,2
01/01/13,13.41,30,2053,2
01/02/13,15.5,68,1070,0
01/02/13,13.13,28,2051,2
01/02/13,12.64,16,2052,2
01/02/13,13.41,40,2053,2
01/03/13,15.5,70,1070,0
01/03/13,13.13,28,2051,2
01/03/13,12.64,14,2052,2
01/03/13,13.41,40,2053,2
01/04/13,15.5,100,1070,0
01/04/13,13.13,30,2051,2
01/04/13,12.64,28,2052,2
01/04/13,13.41,48,2053,2
01/05/13,15.5,68,1070,0
01/05/13,13.13,20,2051,2
01/05/13,12.64,16,2052,2
01/05/13,13.41,32,2053,2
01/06/13,15.5,72,1070,0
01/06/13,13.13,24,2051,2
01/06/13,12.64,16,2052,2
01/06/13,13.41,40,2053,2
01/07/13,15.5,100,1070,0
01/07/13,13.13,32,2051,2
01/07/13,12.64,24,2052,2
01/07/13,13.41,52,2053,2
01/08/13,15.5,100,1070,0
01/08/13,13.13,36,2051,2
01/08/13,12.64,20,2052,2
01/08/13,13.41,48,2053,2
01/09/13,15.5,102,1070,0
01/09/13,13.13,34,2051,2
01/09/13,12.64,26,2052,2
01/09/13,13.41,50,2053,2
01/10/13,15.5,104,1070,0
01/10/13,13.13,32,2051,2
01/10/13,12.64,24,2052,2
01/10/13,13.41,48,2053,2
01/11/13,15.5,102,1070,0
01/11/13,13.13,36,2051,2
01/11/13,12.64,24,2052,2
01/11/13,13.41,54,2053,2
01/12/13,15.5,74,1070,0
01/12/13,13.13,22,2051,2
01/12/13,12.64,18,2052,2
01/12/13,13.41,40,2053,2
1/13/13,15.5,70,1070,0
1/13/13,13.13,26,2051,2
1/13/13,12.64,18,2052,2
1/13/13,13.41,32,2053,2
1/14/13,15.5,100,1070,0
1/14/13,13.13,36,2051,2
1/14/13,12.64,26,2052,2
1/14/13,13.41,48,2053,2
1/15/13,15.5,100,1070,0
1/15/13,13.13,32,2051,2
1/15/13,12.64,26,2052,2
1/15/13,13.41,50,2053,2
1/16/13,15.5,84,1070,0
1/16/13,13.13,32,2051,2
1/16/13,12.64,24,2052,2
1/16/13,13.41,46,2053,2
1/17/13,15.5,82,1070,0
1/17/13,13.13,26,2051,2
1/17/13,12.64,22,2052,2
1/17/13,13.41,42,2053,2
1/18/13,15.5,84,1070,0
1/18/13,13.13,32,2051,2
1/18/13,12.64,20,2052,2
1/18/13,13.41,40,2053,2
1/19/13,15.5,58,1070,0
1/19/13,13.13,22,2051,2
1/19/13,12.64,18,2052,2
1/19/13,13.41,32,2053,2
1/20/13,15.5,70,1070,0
1/20/13,13.13,28,2051,2
1/20/13,12.64,14,2052,2
1/20/13,13.41,36,2053,2
1/21/13,15.5,100,1070,0
1/21/13,13.13,32,2051,2
1/21/13,12.64,26,2052,2
1/21/13,13.41,50,2053,2
1/22/13,15.5,74,1070,0
1/22/13,13.13,26,2051,2
1/22/13,12.64,18,2052,2
1/22/13,13.41,38,2053,2
1/23/13,15.5,68,1070,0
1/23/13,13.13,20,2051,2
1/23/13,12.64,18,2052,2
1/23/13,13.41,36,2053,2
1/24/13,15.5,74,1070,0
1/24/13,13.13,24,2051,2
1/24/13,12.64,20,2052,2
1/24/13,13.41,40,2053,2
1/25/13,15.5,68,1070,0
1/25/13,13.13,20,2051,2
1/25/13,12.64,20,2052,2
1/25/13,13.41,40,2053,2
1/26/13,15.5,54,1070,0
1/26/13,13.13,14,2051,2
1/26/13,12.64,16,2052,2
1/26/13,13.41,30,2053,2
1/27/13,15.5,46,1070,0
1/27/13,13.13,22,2051,2
1/27/13,12.64,14,2052,2
1/27/13,13.41,26,2053,2
1/28/13,15.5,68,1070,0
1/28/13,13.13,28,2051,2
1/28/13,12.64,14,2052,2
1/28/13,13.41,32,2053,2
1/29/13,15.5,108,1070,0
1/29/13,13.13,32,2051,2
1/29/13,12.64,28,2052,2
1/29/13,13.41,48,2053,2
1/30/13,15.5,104,1070,0
1/30/13,13.13,38,2051,2
1/30/13,12.64,28,2052,2
1/30/13,13.41,54,2053,2
1/31/13,15.5,108,1070,0
1/31/13,13.13,34,2051,2
1/31/13,12.64,24,2052,2
1/31/13,13.41,48,2053,2
02/01/13,15.5,102,1070,0
02/01/13,13.13,34,2051,2
02/01/13,12.64,24,2052,2
02/01/13,13.41,50,2053,2
02/02/13,15.5,70,1070,0
02/02/13,13.13,22,2051,2
02/02/13,12.64,14,2052,2
02/02/13,13.41,40,2053,2
02/03/13,15.5,74,1070,0
02/03/13,13.13,24,2051,2
02/03/13,12.64,20,2052,2
02/03/13,13.41,36,2053,2
02/04/13,15.5,104,1070,0
02/04/13,13.13,32,2051,2
02/04/13,12.64,22,2052,2
02/04/13,13.41,54,2053,2
02/05/13,15.5,100,1070,0
02/05/13,13.13,38,2051,2
02/05/13,12.64,20,2052,2
02/05/13,13.41,52,2053,2
02/06/13,15.5,104,1070,0
02/06/13,13.13,36,2051,2
02/06/13,12.64,22,2052,2
02/06/13,13.41,50,2053,2
02/07/13,15.5,106,1070,0
02/07/13,13.13,38,2051,2
02/07/13,12.64,20,2052,2
02/07/13,13.41,50,2053,2
02/08/13,15.5,100,1070,0
02/08/13,13.13,34,2051,2
02/08/13,12.64,22,2052,2
02/08/13,13.41,50,2053,2
02/09/13,15.5,74,1070,0
02/09/13,13.13,26,2051,2
02/09/13,12.64,16,2052,2
02/09/13,13.41,36,2053,2
02/10/13,15.5,72,1070,0
02/10/13,13.13,28,2051,2
02/10/13,12.64,16,2052,2
02/10/13,13.41,34,2053,2
02/11/13,15.5,106,1070,0
02/11/13,13.13,30,2051,2
02/11/13,12.64,26,2052,2
02/11/13,13.41,50,2053,2
02/12/13,15.5,90,1070,0
02/12/13,13.13,24,2051,2
02/12/13,12.64,24,2052,2
02/12/13,13.41,44,2053,2
2/13/13,15.5,86,1070,0
2/13/13,13.13,30,2051,2
2/13/13,12.64,18,2052,2
2/13/13,13.41,44,2053,2
2/14/13,15.5,106,1070,0
2/14/13,13.13,30,2051,2
2/14/13,12.64,22,2052,2
2/14/13,13.41,46,2053,2
2/15/13,15.5,84,1070,0
2/15/13,13.13,26,2051,2
2/15/13,12.64,22,2052,2
2/15/13,13.41,42,2053,2
2/16/13,15.5,72,1070,0
2/16/13,13.13,24,2051,2
2/16/13,12.64,18,2052,2
2/16/13,13.41,32,2053,2
2/17/13,15.5,74,1070,0
2/17/13,13.13,22,2051,2
2/17/13,12.64,14,2052,2
2/17/13,13.41,36,2053,2
2/18/13,15.5,100,1070,0
2/18/13,13.13,36,2051,2
2/18/13,12.64,22,2052,2
2/18/13,13.41,52,2053,2
2/19/13,15.5,86,1070,0
2/19/13,13.13,32,2051,2
2/19/13,12.64,18,2052,2
2/19/13,13.41,42,2053,2
2/20/13,15.5,86,1070,0
2/20/13,13.13,30,2051,2
2/20/13,12.64,20,2052,2
2/20/13,13.41,44,2053,2
2/21/13,15.5,88,1070,0
2/21/13,13.13,24,2051,2
2/21/13,12.64,16,2052,2
2/21/13,13.41,40,2053,2
