CALENDAR_DATE,YEAR,HOLIDAY,IS_WEEKEND,IS_SCHOOLBREAK,AVERAGE_TEMPERATURE,IS_OUTDOOR
8/30/13,2013,NULL,0,1,84.2,0
8/31/13,2013,NULL,1,1,80.6,1
9/1/13,2013,NULL,1,0,75.2,1
9/2/13,2013,NULL,0,0,69.8,1
9/3/13,2013,NULL,0,0,68,1
9/4/13,2013,NULL,0,0,68,1
9/5/13,2013,NULL,0,0,69.8,1
9/6/13,2013,NULL,0,0,68,1
9/7/13,2013,NULL,1,0,69.8,1
9/8/13,2013,NULL,1,0,71.6,1
9/9/13,2013,NULL,0,0,75.2,1
9/10/13,2013,NULL,0,0,73.4,1
9/11/13,2013,NULL,0,0,69.8,1
9/12/13,2013,NULL,0,0,66.2,1
9/13/13,2013,NULL,0,0,62.6,1
9/14/13,2013,NULL,1,0,64.4,1
9/15/13,2013,NULL,1,0,66.2,1
9/16/13,2013,NULL,0,0,69.8,1
9/17/13,2013,NULL,0,0,69.8,1
9/18/13,2013,NULL,0,0,69.8,1
9/19/13,2013,NULL,0,0,69.8,1
9/20/13,2013,NULL,0,0,73.4,1
9/21/13,2013,NULL,1,0,68,1
9/22/13,2013,NULL,1,0,69.8,1
9/23/13,2013,NULL,0,0,71.6,1
9/24/13,2013,NULL,0,0,69.8,1
9/25/13,2013,NULL,0,0,64.4,1
9/26/13,2013,NULL,0,0,68,1
9/27/13,2013,NULL,0,0,64.4,1
9/28/13,2013,NULL,1,0,60.8,1
9/29/13,2013,NULL,1,0,62.6,1
9/30/13,2013,Mid-Autumn Day,0,0,64.4,1
10/1/13,2013,National Day,0,0,66.2,1
10/2/13,2013,National Day,0,0,68,1
10/3/13,2013,National Day,0,0,66.2,1
10/4/13,2013,National Day,0,0,66.2,1
10/5/13,2013,National Day,1,0,62.6,1
10/6/13,2013,National Day,1,0,64.4,1
10/7/13,2013,National Day,0,0,64.4,1
10/8/13,2013,NULL,0,0,66.2,1
10/9/13,2013,NULL,0,0,60.8,1
10/10/13,2013,NULL,0,0,59,1
10/11/13,2013,NULL,0,0,60.8,1
10/12/13,2013,NULL,1,0,64.4,1
10/13/13,2013,NULL,1,0,55.4,1
10/14/13,2013,NULL,0,0,55.4,1
10/15/13,2013,NULL,0,0,55.4,1
10/16/13,2013,NULL,0,0,51.8,1
10/17/13,2013,NULL,0,0,51.8,1
10/18/13,2013,NULL,0,0,55.4,1
10/19/13,2013,NULL,1,0,57.2,1
10/20/13,2013,NULL,1,0,59,1
10/21/13,2013,NULL,0,0,51.8,1
10/22/13,2013,NULL,0,0,50,1
10/23/13,2013,NULL,0,0,55.4,1
10/24/13,2013,NULL,0,0,57.2,1
10/25/13,2013,NULL,0,0,59,1
10/26/13,2013,NULL,1,0,57.2,1
10/27/13,2013,NULL,1,0,57.2,1
10/28/13,2013,NULL,0,0,53.6,1
10/29/13,2013,NULL,0,0,46.4,1
10/30/13,2013,NULL,0,0,44.6,1
10/31/13,2013,NULL,0,0,44.6,1
11/1/13,2013,NULL,0,0,48.2,1
11/2/13,2013,NULL,1,0,50,1
11/3/13,2013,NULL,1,0,41,1
11/4/13,2013,NULL,0,0,35.6,1
11/5/13,2013,NULL,0,0,39.2,1
11/6/13,2013,NULL,0,0,41,1
11/7/13,2013,NULL,0,0,41,1
11/8/13,2013,NULL,0,0,42.8,1
11/9/13,2013,NULL,1,0,42.8,1
11/10/13,2013,NULL,1,0,35.6,1
11/11/13,2013,NULL,0,0,35.6,1
11/12/13,2013,NULL,0,0,37.4,1
11/13/13,2013,NULL,0,0,35.6,1
11/14/13,2013,NULL,0,0,37.4,1
11/15/13,2013,NULL,0,0,39.2,1
11/16/13,2013,NULL,1,0,39.2,1
11/17/13,2013,NULL,1,0,39.2,1
11/18/13,2013,NULL,0,0,42.8,1
11/19/13,2013,NULL,0,0,39.2,1
11/20/13,2013,NULL,0,0,39.2,1
11/21/13,2013,NULL,0,0,41,1
11/22/13,2013,NULL,0,0,35.6,1
11/23/13,2013,NULL,1,0,32,1
11/24/13,2013,NULL,1,0,35.6,1
11/25/13,2013,NULL,0,0,37.4,1
11/26/13,2013,NULL,0,0,33.8,1
11/27/13,2013,NULL,0,0,35.6,1
11/28/13,2013,NULL,0,0,32,0
11/29/13,2013,NULL,0,0,32,1
11/30/13,2013,NULL,1,0,28.4,0
12/1/13,2013,NULL,1,0,28.4,0
12/2/13,2013,NULL,0,0,30.2,1
12/3/13,2013,NULL,0,0,28.4,0
12/4/13,2013,NULL,0,0,28.4,1
12/5/13,2013,NULL,0,0,23,0
12/6/13,2013,NULL,0,0,24.8,0
12/7/13,2013,NULL,1,0,23,0
12/8/13,2013,NULL,1,0,21.2,0
12/9/13,2013,NULL,0,0,26.6,0
12/10/13,2013,NULL,0,0,24.8,0
12/11/13,2013,NULL,0,0,26.6,0
12/12/13,2013,NULL,0,0,30.2,1
12/13/13,2013,NULL,0,0,30.2,1
12/14/13,2013,NULL,1,0,30.2,1
12/15/13,2013,NULL,1,0,32,1
12/16/13,2013,NULL,0,0,32,1
12/17/13,2013,NULL,0,0,23,0
12/18/13,2013,NULL,0,0,26.6,0
12/19/13,2013,NULL,0,0,26.6,0
12/20/13,2013,NULL,0,0,26.6,1
12/21/13,2013,NULL,1,0,24.8,0
12/22/13,2013,NULL,1,0,32,1
12/23/13,2013,NULL,0,0,14,0
12/24/13,2013,NULL,0,0,21.2,0
12/25/13,2013,NULL,0,0,21.2,0
12/26/13,2013,NULL,0,0,21.2,0
12/27/13,2013,NULL,0,0,21.2,0
12/28/13,2013,NULL,1,0,21.2,0
12/29/13,2013,NULL,1,0,21.2,0
12/30/13,2013,NULL,0,0,21.2,0
12/31/13,2013,NULL,0,0,21.2,0
1/1/14,2014,New Year,0,0,19.4,0
1/2/14,2014,New Year,0,0,14,0
1/3/14,2014,New Year,0,0,17.6,0
1/4/14,2014,NULL,1,0,21.2,0
1/5/14,2014,NULL,1,0,19.4,0
1/6/14,2014,NULL,0,0,21.2,0
1/7/14,2014,NULL,0,0,24.8,0
1/8/14,2014,NULL,0,0,21.2,0
1/9/14,2014,NULL,0,0,23,0
1/10/14,2014,NULL,0,0,24.8,0
1/11/14,2014,NULL,1,0,30.2,0
1/12/14,2014,NULL,1,0,28.4,0
1/13/14,2014,NULL,0,0,28.4,0
1/14/14,2014,NULL,0,0,28.4,1
1/15/14,2014,NULL,0,0,26.6,0
1/16/14,2014,NULL,0,0,24.8,0
1/17/14,2014,NULL,0,0,26.6,0
1/18/14,2014,NULL,1,0,28.4,0
1/19/14,2014,NULL,1,0,30.2,1
1/20/14,2014,NULL,0,0,24.8,0
1/21/14,2014,NULL,0,0,28.4,0
1/22/14,2014,NULL,0,0,28.4,0
1/23/14,2014,NULL,0,0,28.4,0
1/24/14,2014,NULL,0,0,26.6,0
1/25/14,2014,NULL,1,1,24.8,0
1/26/14,2014,NULL,1,1,26.6,0
1/27/14,2014,NULL,0,1,28.4,0
1/28/14,2014,NULL,0,1,32,1
1/29/14,2014,NULL,0,1,32,1
1/30/14,2014,NULL,0,1,30.2,1
1/31/14,2014,NULL,0,1,30.2,1
2/1/14,2014,NULL,1,1,28.4,0
2/2/14,2014,NULL,1,1,28.4,0
2/3/14,2014,NULL,0,1,28.4,1
2/4/14,2014,NULL,0,1,28.4,0
2/5/14,2014,NULL,0,1,28.4,0
2/6/14,2014,NULL,0,1,24.8,0
2/7/14,2014,NULL,0,1,19.4,0
2/8/14,2014,NULL,1,1,23,0
2/9/14,2014,Luner New Year,1,1,26.6,0
2/10/14,2014,Luner New Year,0,1,26.6,0
2/11/14,2014,Luner New Year,0,1,26.6,0
2/12/14,2014,Luner New Year,0,1,28.4,0
2/13/14,2014,Luner New Year,0,1,33.8,1
2/14/14,2014,Luner New Year,0,1,30.2,0
2/15/14,2014,Luner New Year,1,1,30.2,0
2/16/14,2014,NULL,1,1,32,1
2/17/14,2014,NULL,0,1,33.8,1
2/18/14,2014,NULL,0,1,28.4,0
2/19/14,2014,NULL,0,1,28.4,0
2/20/14,2014,NULL,0,0,30.2,0
2/21/14,2014,NULL,0,0,33.8,1
2/22/14,2014,NULL,1,0,33.8,1
2/23/14,2014,NULL,1,0,37.4,1
2/24/14,2014,NULL,0,0,33.8,1
2/25/14,2014,NULL,0,0,28.4,1
2/26/14,2014,NULL,0,0,37.4,1
2/27/14,2014,NULL,0,0,42.8,1
2/28/14,2014,NULL,0,0,41,1
3/1/14,2014,NULL,1,0,33.8,1
3/2/14,2014,NULL,1,0,33.8,1
3/3/14,2014,NULL,0,0,44.6,1
3/4/14,2014,NULL,0,0,46.4,1
3/5/14,2014,NULL,0,0,50,1
3/6/14,2014,NULL,0,0,46.4,1
3/7/14,2014,NULL,0,0,50,1
3/8/14,2014,NULL,1,0,53.6,1
3/9/14,2014,NULL,1,0,44.6,1
3/10/14,2014,NULL,0,0,39.2,1
3/11/14,2014,NULL,0,0,46.4,1
3/12/14,2014,NULL,0,0,39.2,1
3/13/14,2014,NULL,0,0,37.4,1
3/14/14,2014,NULL,0,0,41,1
3/15/14,2014,NULL,1,0,46.4,1
3/16/14,2014,NULL,1,0,48.2,1
3/17/14,2014,NULL,0,0,53.6,1
3/18/14,2014,NULL,0,0,42.8,1
3/19/14,2014,NULL,0,0,32,1
3/20/14,2014,NULL,0,0,39.2,1
3/21/14,2014,NULL,0,0,46.4,1
3/22/14,2014,NULL,1,0,42.8,1
3/23/14,2014,NULL,1,0,42.8,1
3/24/14,2014,NULL,0,0,39.2,1
3/25/14,2014,NULL,0,0,42.8,1
3/26/14,2014,NULL,0,0,48.2,1
3/27/14,2014,NULL,0,0,50,1
3/28/14,2014,NULL,0,0,41,1
3/29/14,2014,NULL,1,0,42.8,1
3/30/14,2014,NULL,1,0,42.8,1
3/31/14,2014,NULL,0,0,48.2,1
4/1/14,2014,NULL,0,0,46.4,1
4/2/14,2014,NULL,0,0,53.6,1
4/3/14,2014,NULL,0,0,50,1
4/4/14,2014,Qing Ming Festival,0,0,48.2,1
4/5/14,2014,Qing Ming Festival,1,0,44.6,1
4/6/14,2014,Qing Ming Festival,1,0,46.4,1
4/7/14,2014,NULL,0,0,50,1
4/8/14,2014,NULL,0,0,46.4,1
4/9/14,2014,NULL,0,0,46.4,1
4/10/14,2014,NULL,0,0,46.4,1
4/11/14,2014,NULL,0,0,48.2,1
4/12/14,2014,NULL,1,0,59,1
4/13/14,2014,NULL,1,0,57.2,1
4/14/14,2014,NULL,0,0,50,1
4/15/14,2014,NULL,0,0,55.4,1
4/16/14,2014,NULL,0,0,53.6,1
4/17/14,2014,NULL,0,0,55.4,1
4/18/14,2014,NULL,0,0,50,1
4/19/14,2014,NULL,1,0,41,1
4/20/14,2014,NULL,1,0,50,1
4/21/14,2014,NULL,0,0,53.6,1
4/22/14,2014,NULL,0,0,57.2,1
4/23/14,2014,NULL,0,0,53.6,1
4/24/14,2014,NULL,0,0,60.8,1
4/25/14,2014,NULL,0,0,59,1
4/26/14,2014,NULL,1,0,60.8,1
4/27/14,2014,NULL,1,0,60.8,1
4/28/14,2014,NULL,0,0,59,1
4/29/14,2014,Labor Day,0,0,68,1
4/30/14,2014,Labor Day,0,0,64.4,1
5/1/14,2014,Labor Day,0,0,64.4,1
5/2/14,2014,NULL,0,0,62.6,1
5/3/14,2014,NULL,1,0,62.6,1
5/4/14,2014,NULL,1,0,68,1
5/5/14,2014,NULL,0,0,73.4,1
5/6/14,2014,NULL,0,0,73.4,1
5/7/14,2014,NULL,0,0,73.4,1
5/8/14,2014,NULL,0,0,69.8,1
5/9/14,2014,NULL,0,0,64.4,1
5/10/14,2014,NULL,1,0,71.6,1
5/11/14,2014,NULL,1,0,75.2,1
5/12/14,2014,NULL,0,0,73.4,1
5/13/14,2014,NULL,0,0,73.4,1
5/14/14,2014,NULL,0,0,71.6,1
5/15/14,2014,NULL,0,0,71.6,1
5/16/14,2014,NULL,0,0,68,1
5/17/14,2014,NULL,1,0,69.8,1
5/18/14,2014,NULL,1,0,73.4,1
5/19/14,2014,NULL,0,0,68,1
5/20/14,2014,NULL,0,0,75.2,1
5/21/14,2014,NULL,0,0,75.2,1
5/22/14,2014,NULL,0,0,71.6,1
5/23/14,2014,NULL,0,0,75.2,1
5/24/14,2014,NULL,1,0,71.6,1
5/25/14,2014,NULL,1,0,71.6,1
5/26/14,2014,NULL,0,0,68,1
5/27/14,2014,NULL,0,0,69.8,1
5/28/14,2014,NULL,0,0,68,1
5/29/14,2014,NULL,0,0,71.6,1
5/30/14,2014,NULL,0,0,78.8,1
5/31/14,2014,NULL,1,0,77,1
6/1/14,2014,NULL,1,0,75.2,1
6/2/14,2014,NULL,0,0,73.4,1
6/3/14,2014,NULL,0,0,77,1
6/4/14,2014,NULL,0,0,73.4,1
6/5/14,2014,NULL,0,0,73.4,1
6/6/14,2014,NULL,0,0,69.8,1
6/7/14,2014,NULL,1,1,69.8,1
6/8/14,2014,NULL,1,1,68,1
6/9/14,2014,NULL,0,0,64.4,1
6/10/14,2014,Dragon Boat Festivel,0,0,68,1
6/11/14,2014,Dragon Boat Festivel,0,0,69.8,1
6/12/14,2014,Dragon Boat Festivel,0,0,73.4,1
6/13/14,2014,NULL,0,0,77,1
6/14/14,2014,NULL,1,0,77,1
6/15/14,2014,NULL,1,0,80.6,1
6/16/14,2014,NULL,0,0,75.2,1
6/17/14,2014,NULL,0,0,77,1
6/18/14,2014,NULL,0,0,80.6,1
6/19/14,2014,NULL,0,0,82.4,1
6/20/14,2014,NULL,0,0,80.6,1
6/21/14,2014,NULL,1,0,78.8,1
6/22/14,2014,NULL,1,0,71.6,1
6/23/14,2014,NULL,0,0,78.8,1
6/24/14,2014,NULL,0,0,78.8,1
6/25/14,2014,NULL,0,0,77,1
6/26/14,2014,NULL,0,0,77,1
6/27/14,2014,NULL,0,0,82.4,1
6/28/14,2014,NULL,1,1,80.6,1
6/29/14,2014,NULL,1,1,78.8,1
6/30/14,2014,NULL,0,1,77,1
7/1/14,2014,NULL,0,1,75.2,1
7/2/14,2014,NULL,0,1,82.4,1
7/3/14,2014,NULL,0,1,86,1
7/4/14,2014,NULL,0,1,84.2,1
7/5/14,2014,NULL,1,1,84.2,1
7/6/14,2014,NULL,1,1,86,1
7/7/14,2014,NULL,0,1,82.4,1
7/8/14,2014,NULL,0,1,78.8,1
7/9/14,2014,NULL,0,1,75.2,1
7/10/14,2014,NULL,0,1,75.2,1
7/11/14,2014,NULL,0,1,75.2,1
7/12/14,2014,NULL,1,1,78.8,1
7/13/14,2014,NULL,1,1,80.6,1
7/14/14,2014,NULL,0,1,78.8,1
7/15/14,2014,NULL,0,1,75.2,1
7/16/14,2014,NULL,0,1,80.6,1
7/17/14,2014,NULL,0,1,82.4,1
7/18/14,2014,NULL,0,1,77,1
7/19/14,2014,NULL,1,1,78.8,1
7/20/14,2014,NULL,1,1,80.6,1
7/21/14,2014,NULL,0,1,80.6,1
7/22/14,2014,NULL,0,1,80.6,1
7/23/14,2014,NULL,0,1,78.8,1
7/24/14,2014,NULL,0,1,86,1
7/25/14,2014,NULL,0,1,84.2,1
7/26/14,2014,NULL,1,1,78.8,1
7/27/14,2014,NULL,1,1,77,1
7/28/14,2014,NULL,0,1,87.8,1
7/29/14,2014,NULL,0,1,82.4,1
7/30/14,2014,NULL,0,1,80.6,1
7/31/14,2014,NULL,0,1,77,1
8/1/14,2014,NULL,0,1,78.8,1
8/2/14,2014,NULL,1,1,78.8,1
8/3/14,2014,NULL,1,1,82.4,1
8/4/14,2014,NULL,0,1,82.4,1
8/5/14,2014,NULL,0,1,78.8,1
8/6/14,2014,NULL,0,1,78.8,1
8/7/14,2014,NULL,0,1,84.2,1
8/8/14,2014,NULL,0,1,86,1
8/9/14,2014,NULL,1,1,84.2,1
8/10/14,2014,NULL,1,1,80.6,1
8/11/14,2014,NULL,0,1,78.8,1
8/12/14,2014,NULL,0,1,80.6,1
8/13/14,2014,NULL,0,1,82.4,1
8/14/14,2014,NULL,0,1,84.2,1
8/15/14,2014,NULL,0,1,84.2,1
8/16/14,2014,NULL,1,1,84.2,1
8/17/14,2014,NULL,1,1,86,1
8/18/14,2014,NULL,0,1,82.4,1
8/19/14,2014,NULL,0,1,82.4,1
8/20/14,2014,NULL,0,1,78.8,1
8/21/14,2014,NULL,0,1,77,1
8/22/14,2014,NULL,0,1,77,1
8/23/14,2014,NULL,1,1,80.6,1
8/24/14,2014,NULL,1,1,80.6,1
8/25/14,2014,NULL,0,1,80.6,1
8/26/14,2014,NULL,0,1,82.4,1
8/27/14,2014,NULL,0,1,77,1
8/28/14,2014,NULL,0,1,77,1
8/29/14,2014,NULL,0,1,73.4,1
8/30/14,2014,NULL,1,1,69.8,1
8/31/14,2014,NULL,1,1,73.4,1
9/1/14,2014,NULL,0,0,75.2,1
9/2/14,2014,NULL,0,0,71.6,1
9/3/14,2014,NULL,0,0,71.6,1
9/4/14,2014,NULL,0,0,68,1
9/5/14,2014,NULL,0,0,69.8,1
9/6/14,2014,NULL,1,0,71.6,1
9/7/14,2014,NULL,1,0,73.4,1
9/8/14,2014,NULL,0,0,71.6,1
9/9/14,2014,NULL,0,0,71.6,1
9/10/14,2014,NULL,0,0,71.6,1
9/11/14,2014,NULL,0,0,73.4,1
9/12/14,2014,NULL,0,0,73.4,1
9/13/14,2014,NULL,1,0,73.4,1
9/14/14,2014,NULL,1,0,73.4,1
9/15/14,2014,NULL,0,0,71.6,1
9/16/14,2014,NULL,0,0,69.8,1
9/17/14,2014,NULL,0,0,69.8,1
9/18/14,2014,NULL,0,0,69.8,1
9/19/14,2014,Mid-Autumn Day,0,0,69.8,1
9/20/14,2014,Mid-Autumn Day,1,0,71.6,1
9/21/14,2014,Mid-Autumn Day,1,0,71.6,1
9/22/14,2014,NULL,0,0,69.8,1
9/23/14,2014,NULL,0,0,62.6,1
9/24/14,2014,NULL,0,0,60.8,1
9/25/14,2014,NULL,0,0,62.6,1
9/26/14,2014,NULL,0,0,66.2,1
9/27/14,2014,NULL,1,0,66.2,1
9/28/14,2014,NULL,1,0,64.4,1
9/29/14,2014,NULL,0,0,64.4,1
9/30/14,2014,NULL,0,0,66.2,1
10/1/14,2014,National Day,0,0,59,1
10/2/14,2014,National Day,0,0,62.6,1
10/3/14,2014,National Day,0,0,60.8,1
10/4/14,2014,National Day,1,0,64.4,1
10/5/14,2014,National Day,1,0,64.4,1
10/6/14,2014,National Day,0,0,62.6,1
10/7/14,2014,National Day,0,0,64.4,0
10/8/14,2014,NULL,0,0,62.6,0
10/9/14,2014,NULL,0,0,66.2,1
10/10/14,2014,NULL,0,0,60.8,1
10/11/14,2014,NULL,1,0,62.6,1
10/12/14,2014,NULL,1,0,64.4,1
10/13/14,2014,NULL,0,0,59,1
10/14/14,2014,NULL,0,0,48.2,1
10/15/14,2014,NULL,0,0,48.2,1
10/16/14,2014,NULL,0,0,53.6,1
10/17/14,2014,NULL,0,0,55.4,1
10/18/14,2014,NULL,1,0,55.4,1
10/19/14,2014,NULL,1,0,51.8,1
10/20/14,2014,NULL,0,0,55.4,1
10/21/14,2014,NULL,0,0,53.6,1
10/22/14,2014,NULL,0,0,50,1
10/23/14,2014,NULL,0,0,48.2,1
10/24/14,2014,NULL,0,0,50,1
10/25/14,2014,NULL,1,0,51.8,1
10/26/14,2014,NULL,1,0,53.6,1
10/27/14,2014,NULL,0,0,53.6,1
10/28/14,2014,NULL,0,0,51.8,1
10/29/14,2014,NULL,0,0,48.2,1
10/30/14,2014,NULL,0,0,50,1
10/31/14,2014,NULL,0,0,48.2,1
11/1/14,2014,NULL,1,0,46.4,1
11/2/14,2014,NULL,1,0,51.8,1
11/3/14,2014,NULL,0,0,50,1
11/4/14,2014,NULL,0,0,51.8,1
11/5/14,2014,NULL,0,0,50,1
11/6/14,2014,NULL,0,0,50,1
11/7/14,2014,NULL,0,0,48.2,1
11/8/14,2014,NULL,1,0,48.2,1
11/9/14,2014,NULL,1,0,46.4,1
11/10/14,2014,NULL,0,0,42.8,1
11/11/14,2014,NULL,0,0,44.6,1
11/12/14,2014,NULL,0,0,44.6,1
11/13/14,2014,NULL,0,0,46.4,1
11/14/14,2014,NULL,0,0,44.6,1
11/15/14,2014,NULL,1,0,48.2,1
11/16/14,2014,NULL,1,0,42.8,1
11/17/14,2014,NULL,0,0,39.2,1
11/18/14,2014,NULL,0,0,39.2,1
11/19/14,2014,NULL,0,0,39.2,1
11/20/14,2014,NULL,0,0,39.2,1
11/21/14,2014,NULL,0,0,39.2,1
11/22/14,2014,NULL,1,0,41,1
11/23/14,2014,NULL,1,0,44.6,1
11/24/14,2014,NULL,0,0,39.2,1
11/25/14,2014,NULL,0,0,35.6,1
11/26/14,2014,NULL,0,0,33.8,1
11/27/14,2014,NULL,0,0,28.4,1
11/28/14,2014,NULL,0,0,33.8,1
11/29/14,2014,NULL,1,0,41,1
11/30/14,2014,NULL,1,0,37.4,1
12/1/14,2014,NULL,0,0,39.2,1
12/2/14,2014,NULL,0,0,41,1
12/3/14,2014,NULL,0,0,42.8,1
12/4/14,2014,NULL,0,0,42.8,1
12/5/14,2014,NULL,0,0,39.2,1
12/6/14,2014,NULL,1,0,39.2,1
12/7/14,2014,NULL,1,0,39.2,1
12/8/14,2014,NULL,0,0,39.2,1
12/9/14,2014,NULL,0,0,33.8,1
12/10/14,2014,NULL,0,0,33.8,1
12/11/14,2014,NULL,0,0,33.8,1
12/12/14,2014,NULL,0,0,30.2,0
12/13/14,2014,NULL,1,0,32,1
12/14/14,2014,NULL,1,0,32,0
12/15/14,2014,NULL,0,0,32,1
12/16/14,2014,NULL,0,0,30.2,1
12/17/14,2014,NULL,0,0,28.4,0
12/18/14,2014,NULL,0,0,28.4,0
12/19/14,2014,NULL,0,0,26.6,0
12/20/14,2014,NULL,1,0,28.4,0
12/21/14,2014,NULL,1,0,28.4,0
12/22/14,2014,NULL,0,0,30.2,0
12/23/14,2014,NULL,0,0,30.2,0
12/24/14,2014,NULL,0,0,30.2,0
12/25/14,2014,NULL,0,0,32,1
12/26/14,2014,NULL,0,0,26.6,0
12/27/14,2014,NULL,1,0,28.4,0
12/28/14,2014,NULL,1,0,28.4,0
12/29/14,2014,NULL,0,0,32,0
12/30/14,2014,NULL,0,0,33.8,1
12/31/14,2014,NULL,0,0,35.6,1
1/1/15,2015,New Year,0,0,37.4,1
1/2/15,2015,NULL,0,0,37.4,1
1/3/15,2015,NULL,1,0,35.6,1
1/4/15,2015,NULL,1,0,32,1
1/5/15,2015,NULL,0,0,33.8,1
1/6/15,2015,NULL,0,0,32,1
1/7/15,2015,NULL,0,0,32,1
1/8/15,2015,NULL,0,0,24.8,0
1/9/15,2015,NULL,0,0,24.8,0
1/10/15,2015,NULL,1,0,28.4,0
1/11/15,2015,NULL,1,0,32,1
1/12/15,2015,NULL,0,0,26.6,0
1/13/15,2015,NULL,0,0,28.4,0
1/14/15,2015,NULL,0,0,30.2,0
1/15/15,2015,NULL,0,0,32,1
1/16/15,2015,NULL,0,0,32,1
1/17/15,2015,NULL,1,0,30.2,0
1/18/15,2015,NULL,1,0,33.8,1
1/19/15,2015,NULL,0,1,33.8,1
1/20/15,2015,NULL,0,1,30.2,1
1/21/15,2015,NULL,0,1,32,0
1/22/15,2015,NULL,0,1,32,1
1/23/15,2015,NULL,0,1,32,1
1/24/15,2015,NULL,1,1,35.6,1
1/25/15,2015,NULL,1,1,33.8,1
1/26/15,2015,NULL,0,1,32,1
1/27/15,2015,NULL,0,1,35.6,1
1/28/15,2015,NULL,0,1,32,1
1/29/15,2015,NULL,0,1,33.8,1
1/30/15,2015,NULL,0,1,33.8,1
1/31/15,2015,Luner New Year,1,1,33.8,1
2/1/15,2015,Luner New Year,1,1,35.6,1
2/2/15,2015,Luner New Year,0,1,35.6,1
2/3/15,2015,Luner New Year,0,1,26.6,0
2/4/15,2015,Luner New Year,0,1,26.6,0
2/5/15,2015,Luner New Year,0,1,28.4,1
2/6/15,2015,Luner New Year,0,1,28.4,1
2/7/15,2015,NULL,1,1,26.6,1
2/8/15,2015,NULL,1,1,24.8,0
2/9/15,2015,NULL,0,1,21.2,0
2/10/15,2015,NULL,0,1,23,0
2/11/15,2015,NULL,0,1,24.8,0
2/12/15,2015,NULL,0,1,28.4,0
2/13/15,2015,NULL,0,1,26.6,0
2/14/15,2015,NULL,1,1,30.2,1
2/15/15,2015,NULL,1,1,32,1
2/16/15,2015,NULL,0,1,32,1
2/17/15,2015,NULL,0,0,32,1
2/18/15,2015,NULL,0,0,30.2,1
2/19/15,2015,NULL,0,0,32,1
2/20/15,2015,NULL,0,0,32,1
2/21/15,2015,NULL,1,0,32,1
2/22/15,2015,NULL,1,0,35.6,1
2/23/15,2015,NULL,0,0,33.8,1
2/24/15,2015,NULL,0,0,39.2,1
2/25/15,2015,NULL,0,0,41,1
2/26/15,2015,NULL,0,0,41,1
2/27/15,2015,NULL,0,0,37.4,1
2/28/15,2015,NULL,1,0,33.8,1
3/1/15,2015,NULL,1,0,39.2,1
3/2/15,2015,NULL,0,0,39.2,1
3/3/15,2015,NULL,0,0,37.4,1
3/4/15,2015,NULL,0,0,35.6,1
3/5/15,2015,NULL,0,0,37.4,1
3/6/15,2015,NULL,0,0,35.6,1
3/7/15,2015,NULL,1,0,37.4,1
3/8/15,2015,NULL,1,0,37.4,1
3/9/15,2015,NULL,0,0,39.2,1
3/10/15,2015,NULL,0,0,42.8,1
3/11/15,2015,NULL,0,0,44.6,1
3/12/15,2015,NULL,0,0,39.2,1
3/13/15,2015,NULL,0,0,46.4,1
3/14/15,2015,NULL,1,0,48.2,1
3/15/15,2015,NULL,1,0,53.6,1
3/16/15,2015,NULL,0,0,51.8,1
3/17/15,2015,NULL,0,0,53.6,1
3/18/15,2015,NULL,0,0,51.8,1
3/19/15,2015,NULL,0,0,46.4,1
3/20/15,2015,NULL,0,0,50,1
3/21/15,2015,NULL,1,0,53.6,1
3/22/15,2015,NULL,1,0,57.2,1
3/23/15,2015,NULL,0,0,55.4,1
3/24/15,2015,NULL,0,0,59,1
3/25/15,2015,NULL,0,0,60.8,1
3/26/15,2015,NULL,0,0,60.8,1
3/27/15,2015,NULL,0,0,62.6,1
3/28/15,2015,NULL,1,0,60.8,1
3/29/15,2015,NULL,1,0,59,1
3/30/15,2015,NULL,0,0,62.6,1
3/31/15,2015,NULL,0,0,57.2,1
4/1/15,2015,NULL,0,0,62.6,1
4/2/15,2015,NULL,0,0,60.8,1
4/3/15,2015,NULL,0,0,55.4,1
4/4/15,2015,NULL,1,0,60.8,1
4/5/15,2015,Qing Ming Festival,1,0,55.4,1
4/6/15,2015,Qing Ming Festival,0,0,62.6,1
4/7/15,2015,Qing Ming Festival,0,0,64.4,1
4/8/15,2015,NULL,0,0,64.4,1
4/9/15,2015,NULL,0,0,66.2,1
4/10/15,2015,NULL,0,0,57.2,1
4/11/15,2015,NULL,1,0,57.2,1
4/12/15,2015,NULL,1,0,59,1
4/13/15,2015,NULL,0,0,62.6,1
4/14/15,2015,NULL,0,0,66.2,1
4/15/15,2015,NULL,0,0,64.4,1
4/16/15,2015,NULL,0,0,60.8,1
4/17/15,2015,NULL,0,0,57.2,1
4/18/15,2015,NULL,1,0,60.8,1
4/19/15,2015,NULL,1,0,53.6,1
4/20/15,2015,NULL,0,0,60.8,1
4/21/15,2015,NULL,0,0,62.6,1
4/22/15,2015,NULL,0,0,68,1
4/23/15,2015,NULL,0,0,69.8,1
4/24/15,2015,NULL,0,0,66.2,1
4/25/15,2015,NULL,1,0,64.4,1
4/26/15,2015,NULL,1,0,60.8,1
4/27/15,2015,NULL,0,0,64.4,1
4/28/15,2015,NULL,0,0,64.4,1
4/29/15,2015,NULL,0,0,68,1
4/30/15,2015,NULL,0,0,71.6,1
